County,WeekStartDate,ProbableCases,ConfirmedCases,TotalCases,Age 0-19,Age 20-39,Age 40-59,Age 60-79,Age 80+,UnknownAge,dtm_updated
Pend Oreille County,2020-10-04,2,33,35,6,6,3,17,3,0,2021/01/19 14:50:51
Pend Oreille County,2020-10-11,2,14,16,0,2,10,3,1,0,2021/01/19 14:50:51
Pend Oreille County,2020-10-18,0,8,8,1,2,1,4,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-10-25,0,12,12,0,3,4,4,1,0,2021/01/19 14:50:51
Pend Oreille County,2020-11-01,0,16,16,2,7,4,3,0,0,2021/01/19 14:50:51
Pend Oreille County,2020-11-08,4,16,20,3,4,6,6,1,0,2021/01/19 14:50:51
Pend Oreille County,2020-11-15,0,17,17,2,4,3,5,3,0,2021/01/19 14:50:51
Pend Oreille County,2020-11-22,4,45,49,12,20,10,6,1,0,2021/01/19 14:50:51
Pend Oreille County,2020-11-29,6,55,61,12,15,20,12,2,0,2021/01/19 14:50:51
Pend Oreille County,2020-12-06,7,34,41,7,13,7,10,4,0,2021/01/19 14:50:51
Pend Oreille County,2020-12-13,11,34,45,4,5,16,16,4,0,2021/01/19 14:50:51
Pend Oreille County,2020-12-20,8,19,27,2,7,11,4,3,0,2021/01/19 14:50:51
Pend Oreille County,2020-12-27,8,32,40,7,11,12,8,2,0,2021/01/19 14:50:51
Pend Oreille County,2021-01-03,3,23,26,8,5,6,6,1,0,2021/01/19 14:50:51
Pend Oreille County,2021-01-10,3,18,21,4,5,8,4,0,0,2021/01/19 14:50:51
Pend Oreille County,2021-01-17,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Pierce County,2020-02-23,0,2,2,0,0,2,0,0,0,2021/01/19 14:50:51
Pierce County,2020-03-01,0,14,14,2,5,5,1,1,0,2021/01/19 14:50:51
Pierce County,2020-03-08,0,48,48,4,11,19,12,2,0,2021/01/19 14:50:51
Pierce County,2020-03-15,0,157,157,5,44,54,50,4,0,2021/01/19 14:50:51
Pierce County,2020-03-22,0,246,246,5,72,92,67,10,0,2021/01/19 14:50:51
Pierce County,2020-03-29,0,308,308,9,84,104,81,30,0,2021/01/19 14:50:51
Pierce County,2020-04-05,0,231,231,9,68,97,43,14,0,2021/01/19 14:50:51
Pierce County,2020-04-12,0,214,214,8,54,86,55,11,0,2021/01/19 14:50:51
Pierce County,2020-04-19,0,159,159,10,48,67,24,10,0,2021/01/19 14:50:51
Pierce County,2020-04-26,0,171,171,12,61,67,25,6,0,2021/01/19 14:50:51
Pierce County,2020-05-03,0,168,168,19,55,52,29,13,0,2021/01/19 14:50:51
Pierce County,2020-05-10,0,112,112,12,37,39,16,8,0,2021/01/19 14:50:51
Pierce County,2020-05-17,0,71,71,5,27,21,11,7,0,2021/01/19 14:50:51
Pierce County,2020-05-24,0,89,89,9,29,30,11,10,0,2021/01/19 14:50:51
Pierce County,2020-05-31,0,101,101,12,45,30,12,2,0,2021/01/19 14:50:51
Pierce County,2020-06-07,0,99,99,9,45,26,14,5,0,2021/01/19 14:50:51
Pierce County,2020-06-14,0,165,165,18,89,40,12,6,0,2021/01/19 14:50:51
Pierce County,2020-06-21,0,275,275,19,164,61,19,12,0,2021/01/19 14:50:51
Pierce County,2020-06-28,0,346,346,44,189,71,30,12,0,2021/01/19 14:50:51
Pierce County,2020-07-05,1,457,458,77,240,99,30,12,0,2021/01/19 14:50:51
Pierce County,2020-07-12,3,589,592,81,272,169,47,23,0,2021/01/19 14:50:51
Pierce County,2020-07-19,1,744,745,107,314,200,94,30,0,2021/01/19 14:50:51
Pierce County,2020-07-26,3,607,610,82,220,194,96,18,0,2021/01/19 14:50:51
Pierce County,2020-08-02,7,491,498,76,194,152,69,7,0,2021/01/19 14:50:51
Pierce County,2020-08-09,3,409,412,50,159,137,59,7,0,2021/01/19 14:50:51
Pierce County,2020-08-16,8,321,329,54,137,92,34,12,0,2021/01/19 14:50:51
Pierce County,2020-08-23,12,271,283,27,114,91,40,11,0,2021/01/19 14:50:51
Pierce County,2020-08-30,1,276,277,45,116,65,38,13,0,2021/01/19 14:50:51
Pierce County,2020-09-06,3,226,229,27,106,60,30,6,0,2021/01/19 14:50:51
Pierce County,2020-09-13,9,302,311,42,126,82,44,17,0,2021/01/19 14:50:51
Pierce County,2020-09-20,10,352,362,58,145,109,41,9,0,2021/01/19 14:50:51
Pierce County,2020-09-27,12,352,364,60,149,98,48,8,1,2021/01/19 14:50:51
Pierce County,2020-10-04,9,485,494,58,191,164,64,17,0,2021/01/19 14:50:51
Pierce County,2020-10-11,13,549,562,105,206,163,64,24,0,2021/01/19 14:50:51
Pierce County,2020-10-18,14,653,667,108,254,192,88,25,0,2021/01/19 14:50:51
Pierce County,2020-10-25,9,759,768,112,306,221,99,30,0,2021/01/19 14:50:51
Pierce County,2020-11-01,9,1212,1221,199,514,353,130,25,0,2021/01/19 14:50:51
Pierce County,2020-11-08,19,1732,1751,283,754,497,183,33,1,2021/01/19 14:50:51
Pierce County,2020-11-15,32,2240,2272,363,945,649,266,48,1,2021/01/19 14:50:51
Pierce County,2020-11-22,13,2039,2052,302,819,580,277,74,0,2021/01/19 14:50:51
Pierce County,2020-11-29,40,2263,2303,389,964,639,261,47,3,2021/01/19 14:50:51
Pierce County,2020-12-06,24,2024,2048,344,755,614,267,65,3,2021/01/19 14:50:51
Pierce County,2020-12-13,60,1731,1791,287,651,533,248,71,1,2021/01/19 14:50:51
Pierce County,2020-12-20,50,1453,1503,240,535,413,231,83,1,2021/01/19 14:50:51
Pierce County,2020-12-27,84,1995,2079,351,841,561,247,77,2,2021/01/19 14:50:51
Pierce County,2021-01-03,147,2017,2164,357,994,551,198,63,1,2021/01/19 14:50:51
Pierce County,2021-01-10,53,959,1012,149,410,267,148,37,1,2021/01/19 14:50:51
Pierce County,2021-01-17,0,31,31,2,10,7,10,2,0,2021/01/19 14:50:51
San Juan County,2020-03-15,0,2,2,0,0,2,0,0,0,2021/01/19 14:50:51
San Juan County,2020-03-22,0,2,2,0,0,1,1,0,0,2021/01/19 14:50:51
San Juan County,2020-03-29,0,7,7,0,0,5,2,0,0,2021/01/19 14:50:51
San Juan County,2020-04-05,0,2,2,1,0,1,0,0,0,2021/01/19 14:50:51
San Juan County,2020-04-12,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
San Juan County,2020-05-03,0,1,1,0,0,0,0,1,0,2021/01/19 14:50:51
San Juan County,2020-06-07,0,1,1,0,1,0,0,0,0,2021/01/19 14:50:51
San Juan County,2020-06-14,0,1,1,1,0,0,0,0,0,2021/01/19 14:50:51
San Juan County,2020-06-21,0,1,1,0,1,0,0,0,0,2021/01/19 14:50:51
San Juan County,2020-06-28,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
San Juan County,2020-07-05,0,2,2,0,2,0,0,0,0,2021/01/19 14:50:51
San Juan County,2020-07-12,0,3,3,0,0,2,1,0,0,2021/01/19 14:50:51
San Juan County,2020-07-19,0,3,3,0,1,1,1,0,0,2021/01/19 14:50:51
San Juan County,2020-08-09,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
San Juan County,2020-10-11,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
San Juan County,2020-10-18,0,2,2,0,0,1,1,0,0,2021/01/19 14:50:51
San Juan County,2020-10-25,0,2,2,0,0,0,2,0,0,2021/01/19 14:50:51
San Juan County,2020-11-01,0,5,5,0,0,2,3,0,0,2021/01/19 14:50:51
San Juan County,2020-11-08,0,13,13,5,2,5,1,0,0,2021/01/19 14:50:51
San Juan County,2020-11-15,0,6,6,1,0,1,4,0,0,2021/01/19 14:50:51
San Juan County,2020-11-22,0,1,1,1,0,0,0,0,0,2021/01/19 14:50:51
San Juan County,2020-11-29,0,4,4,0,0,0,3,1,0,2021/01/19 14:50:51
San Juan County,2020-12-06,0,7,7,0,1,6,0,0,0,2021/01/19 14:50:51
San Juan County,2020-12-13,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
San Juan County,2020-12-20,0,2,2,0,1,1,0,0,0,2021/01/19 14:50:51
San Juan County,2020-12-27,0,5,5,1,0,2,1,1,0,2021/01/19 14:50:51
San Juan County,2021-01-03,0,7,7,3,1,2,1,0,0,2021/01/19 14:50:51
San Juan County,2021-01-10,0,5,5,1,2,1,1,0,0,2021/01/19 14:50:51
Skagit County,2020-03-01,0,1,1,0,1,0,0,0,0,2021/01/19 14:50:51
Skagit County,2020-03-08,0,13,13,0,4,3,5,1,0,2021/01/19 14:50:51
Skagit County,2020-03-15,0,40,40,1,7,10,18,4,0,2021/01/19 14:50:51
Skagit County,2020-03-22,0,79,79,6,15,23,24,11,0,2021/01/19 14:50:51
Skagit County,2020-03-29,0,34,34,0,9,15,7,3,0,2021/01/19 14:50:51
Skagit County,2020-04-05,0,25,25,3,9,11,2,0,0,2021/01/19 14:50:51
Skagit County,2020-04-12,0,61,61,0,15,23,16,7,0,2021/01/19 14:50:51
Skagit County,2020-04-19,0,53,53,8,19,15,10,1,0,2021/01/19 14:50:51
Skagit County,2020-04-26,0,55,55,8,24,18,5,0,0,2021/01/19 14:50:51
Skagit County,2020-05-03,0,43,43,5,15,22,1,0,0,2021/01/19 14:50:51
Skagit County,2020-05-10,0,23,23,5,9,7,2,0,0,2021/01/19 14:50:51
Skagit County,2020-05-17,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Skagit County,2020-05-24,0,9,9,2,4,3,0,0,0,2021/01/19 14:50:51
Skagit County,2020-05-31,0,13,13,3,5,4,1,0,0,2021/01/19 14:50:51
Skagit County,2020-06-07,0,15,15,1,10,1,3,0,0,2021/01/19 14:50:51
Skagit County,2020-06-14,0,23,23,4,10,9,0,0,0,2021/01/19 14:50:51
Skagit County,2020-06-21,0,25,25,4,13,6,2,0,0,2021/01/19 14:50:51
Skagit County,2020-06-28,0,46,46,6,13,15,4,8,0,2021/01/19 14:50:51
Skagit County,2020-07-05,1,73,74,12,30,16,11,5,0,2021/01/19 14:50:51
Skagit County,2020-07-12,8,76,84,20,28,20,13,3,0,2021/01/19 14:50:51
Skagit County,2020-07-19,4,58,62,9,24,22,7,0,0,2021/01/19 14:50:51
Skagit County,2020-07-26,5,75,80,14,31,19,13,3,0,2021/01/19 14:50:51
Skagit County,2020-08-02,0,52,52,11,18,12,10,1,0,2021/01/19 14:50:51
Skagit County,2020-08-09,5,48,53,12,23,15,3,0,0,2021/01/19 14:50:51
Skagit County,2020-08-16,3,47,50,11,27,10,1,1,0,2021/01/19 14:50:51
Skagit County,2020-08-23,1,35,36,10,9,11,4,2,0,2021/01/19 14:50:51
Skagit County,2020-08-30,0,27,27,7,13,6,1,0,0,2021/01/19 14:50:51
Skagit County,2020-09-06,1,16,17,4,5,3,5,0,0,2021/01/19 14:50:51
Skagit County,2020-09-13,1,19,20,2,9,3,6,0,0,2021/01/19 14:50:51
Skagit County,2020-09-20,1,22,23,2,7,5,9,0,0,2021/01/19 14:50:51
Skagit County,2020-09-27,0,29,29,4,12,10,3,0,0,2021/01/19 14:50:51
Skagit County,2020-10-04,4,34,38,9,15,8,4,2,0,2021/01/19 14:50:51
Skagit County,2020-10-11,2,36,38,5,19,5,8,1,0,2021/01/19 14:50:51
Skagit County,2020-10-18,7,39,46,7,17,16,3,3,0,2021/01/19 14:50:51
Skagit County,2020-10-25,4,58,62,10,16,24,10,2,0,2021/01/19 14:50:51
Skagit County,2020-11-01,4,150,154,28,70,36,16,4,0,2021/01/19 14:50:51
Skagit County,2020-11-08,22,220,242,52,76,67,44,3,0,2021/01/19 14:50:51
Skagit County,2020-11-15,22,223,245,47,85,68,30,14,1,2021/01/19 14:50:51
Skagit County,2020-11-22,13,184,197,41,63,61,27,5,0,2021/01/19 14:50:51
Skagit County,2020-11-29,24,296,320,68,120,83,38,11,0,2021/01/19 14:50:51
Skagit County,2020-12-06,13,265,278,45,114,83,26,10,0,2021/01/19 14:50:51
Skagit County,2020-12-13,22,209,231,45,103,54,22,7,0,2021/01/19 14:50:51
Skagit County,2020-12-20,18,150,168,33,50,43,27,15,0,2021/01/19 14:50:51
Skagit County,2020-12-27,5,213,218,28,86,61,34,9,0,2021/01/19 14:50:51
Skagit County,2021-01-03,19,199,218,44,77,58,28,11,0,2021/01/19 14:50:51
Skagit County,2021-01-10,9,173,182,41,72,43,23,3,0,2021/01/19 14:50:51
Skagit County,2021-01-17,0,9,9,0,5,4,0,0,0,2021/01/19 14:50:51
Skamania County,2020-03-22,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Skamania County,2020-03-29,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Skamania County,2020-04-05,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Skamania County,2020-06-21,0,4,4,0,1,0,2,1,0,2021/01/19 14:50:51
Skamania County,2020-06-28,0,12,12,3,4,5,0,0,0,2021/01/19 14:50:51
Skamania County,2020-07-05,0,17,17,2,5,6,3,1,0,2021/01/19 14:50:51
Skamania County,2020-07-12,0,9,9,3,1,3,2,0,0,2021/01/19 14:50:51
Skamania County,2020-07-19,1,3,4,1,0,2,1,0,0,2021/01/19 14:50:51
Skamania County,2020-07-26,0,6,6,2,0,2,1,1,0,2021/01/19 14:50:51
Skamania County,2020-08-02,0,3,3,0,0,2,1,0,0,2021/01/19 14:50:51
Skamania County,2020-08-09,0,1,1,0,1,0,0,0,0,2021/01/19 14:50:51
Skamania County,2020-08-30,0,2,2,0,1,1,0,0,0,2021/01/19 14:50:51
Skamania County,2020-09-13,0,3,3,1,2,0,0,0,0,2021/01/19 14:50:51
Skamania County,2020-09-20,0,2,2,0,1,0,1,0,0,2021/01/19 14:50:51
Skamania County,2020-09-27,1,0,1,0,1,0,0,0,0,2021/01/19 14:50:51
Skamania County,2020-10-04,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Skamania County,2020-10-11,0,6,6,3,0,3,0,0,0,2021/01/19 14:50:51
Skamania County,2020-10-18,0,2,2,0,0,2,0,0,0,2021/01/19 14:50:51
Skamania County,2020-10-25,0,1,1,0,1,0,0,0,0,2021/01/19 14:50:51
Skamania County,2020-11-01,0,2,2,0,2,0,0,0,0,2021/01/19 14:50:51
Skamania County,2020-11-08,0,10,10,1,5,3,0,1,0,2021/01/19 14:50:51
Skamania County,2020-11-15,0,13,13,4,1,7,1,0,0,2021/01/19 14:50:51
Skamania County,2020-11-22,0,9,9,2,2,3,2,0,0,2021/01/19 14:50:51
Skamania County,2020-11-29,0,25,25,7,8,8,2,0,0,2021/01/19 14:50:51
Skamania County,2020-12-06,0,15,15,2,4,6,3,0,0,2021/01/19 14:50:51
Skamania County,2020-12-13,0,21,21,4,8,8,1,0,0,2021/01/19 14:50:51
Skamania County,2020-12-20,0,14,14,2,2,8,2,0,0,2021/01/19 14:50:51
Skamania County,2020-12-27,0,17,17,2,4,6,4,1,0,2021/01/19 14:50:51
Skamania County,2021-01-03,0,14,14,3,6,4,1,0,0,2021/01/19 14:50:51
Skamania County,2021-01-10,0,12,12,3,4,2,3,0,0,2021/01/19 14:50:51
Snohomish County,2020-01-19,0,1,1,0,1,0,0,0,0,2021/01/19 14:50:51
Snohomish County,2020-01-26,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Snohomish County,2020-02-23,0,3,3,1,0,2,0,0,0,2021/01/19 14:50:51
Snohomish County,2020-03-01,0,61,61,0,10,29,20,2,0,2021/01/19 14:50:51
Snohomish County,2020-03-08,0,245,245,6,57,77,73,32,0,2021/01/19 14:50:51
Snohomish County,2020-03-15,0,427,427,1,132,160,108,26,0,2021/01/19 14:50:51
Snohomish County,2020-03-22,0,478,478,11,154,196,93,24,0,2021/01/19 14:50:51
Snohomish County,2020-03-29,0,426,426,17,127,170,81,31,0,2021/01/19 14:50:51
Snohomish County,2020-04-05,0,293,293,16,95,102,57,23,0,2021/01/19 14:50:51
Snohomish County,2020-04-12,0,234,234,12,74,57,54,37,0,2021/01/19 14:50:51
Snohomish County,2020-04-19,0,193,193,11,55,74,29,24,0,2021/01/19 14:50:51
Snohomish County,2020-04-26,0,199,199,14,60,63,36,26,0,2021/01/19 14:50:51
Snohomish County,2020-05-03,0,144,144,12,52,46,24,10,0,2021/01/19 14:50:51
Snohomish County,2020-05-10,0,117,117,4,35,34,20,24,0,2021/01/19 14:50:51
Snohomish County,2020-05-17,0,113,113,14,35,27,20,17,0,2021/01/19 14:50:51
Snohomish County,2020-05-24,0,67,67,5,24,21,16,1,0,2021/01/19 14:50:51
Snohomish County,2020-05-31,0,67,67,11,24,24,7,1,0,2021/01/19 14:50:51
Snohomish County,2020-06-07,0,107,107,15,34,31,17,10,0,2021/01/19 14:50:51
Snohomish County,2020-06-14,0,174,174,38,67,48,16,5,0,2021/01/19 14:50:51
Snohomish County,2020-06-21,2,217,219,41,100,46,28,4,0,2021/01/19 14:50:51
Snohomish County,2020-06-28,0,259,259,58,122,55,21,3,0,2021/01/19 14:50:51
Snohomish County,2020-07-05,3,348,351,80,151,85,28,7,0,2021/01/19 14:50:51
Snohomish County,2020-07-12,4,364,368,53,170,91,43,11,0,2021/01/19 14:50:51
Snohomish County,2020-07-19,4,348,352,75,137,101,29,10,0,2021/01/19 14:50:51
Snohomish County,2020-07-26,8,358,366,74,130,116,37,9,0,2021/01/19 14:50:51
Snohomish County,2020-08-02,11,321,332,58,129,97,43,5,0,2021/01/19 14:50:51
Snohomish County,2020-08-09,13,247,260,45,110,67,34,4,0,2021/01/19 14:50:51
Snohomish County,2020-08-16,21,204,225,33,102,56,26,8,0,2021/01/19 14:50:51
Snohomish County,2020-08-23,16,241,257,61,107,60,23,6,0,2021/01/19 14:50:51
Snohomish County,2020-08-30,10,184,194,39,75,49,23,8,0,2021/01/19 14:50:51
Snohomish County,2020-09-06,4,146,150,24,59,41,24,2,0,2021/01/19 14:50:51
Snohomish County,2020-09-13,4,164,168,28,70,44,19,7,0,2021/01/19 14:50:51
Snohomish County,2020-09-20,7,228,235,41,90,70,30,4,0,2021/01/19 14:50:51
Snohomish County,2020-09-27,6,269,275,46,115,84,27,3,0,2021/01/19 14:50:51
Snohomish County,2020-10-04,19,388,407,67,176,104,49,11,0,2021/01/19 14:50:51
Snohomish County,2020-10-11,12,472,484,61,196,147,53,27,0,2021/01/19 14:50:51
Snohomish County,2020-10-18,10,543,553,75,200,186,74,18,0,2021/01/19 14:50:51
Snohomish County,2020-10-25,12,606,618,83,272,173,71,19,0,2021/01/19 14:50:51
Snohomish County,2020-11-01,15,1147,1162,204,474,322,127,34,1,2021/01/19 14:50:51
Snohomish County,2020-11-08,47,1348,1395,253,552,370,163,57,0,2021/01/19 14:50:51
Snohomish County,2020-11-15,32,1680,1712,248,702,530,184,48,0,2021/01/19 14:50:51
Snohomish County,2020-11-22,18,1609,1627,248,655,447,215,62,0,2021/01/19 14:50:51
Snohomish County,2020-11-29,58,1812,1870,308,731,540,223,68,0,2021/01/19 14:50:51
Snohomish County,2020-12-06,43,1666,1709,282,616,524,223,64,0,2021/01/19 14:50:51
Snohomish County,2020-12-13,23,1536,1559,262,549,455,236,54,3,2021/01/19 14:50:51
Snohomish County,2020-12-20,16,1234,1250,204,414,373,192,66,1,2021/01/19 14:50:51
Snohomish County,2020-12-27,21,1717,1738,280,657,527,224,49,1,2021/01/19 14:50:51
Snohomish County,2021-01-03,33,1749,1782,311,698,529,193,51,0,2021/01/19 14:50:51
Snohomish County,2021-01-10,15,1073,1088,187,418,346,114,19,4,2021/01/19 14:50:51
Snohomish County,2021-01-17,0,48,48,2,16,22,7,1,0,2021/01/19 14:50:51
Spokane County,2020-02-11,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Spokane County,2020-03-08,0,10,10,0,2,3,4,1,0,2021/01/19 14:50:51
Spokane County,2020-03-15,0,47,47,1,10,19,15,2,0,2021/01/19 14:50:51
Spokane County,2020-03-22,0,94,94,0,24,32,32,6,0,2021/01/19 14:50:51
Spokane County,2020-03-29,0,77,77,5,20,27,21,4,0,2021/01/19 14:50:51
Spokane County,2020-04-05,0,50,50,0,10,14,14,12,0,2021/01/19 14:50:51
Spokane County,2020-04-12,0,37,37,0,9,12,7,9,0,2021/01/19 14:50:51
Spokane County,2020-04-19,0,38,38,4,12,7,10,5,0,2021/01/19 14:50:51
Spokane County,2020-04-26,0,24,24,0,9,5,5,5,0,2021/01/19 14:50:51
Spokane County,2020-05-03,0,14,14,5,4,2,2,1,0,2021/01/19 14:50:51
Spokane County,2020-05-10,0,24,24,5,7,9,3,0,0,2021/01/19 14:50:51
Spokane County,2020-05-17,0,100,100,19,47,25,7,2,0,2021/01/19 14:50:51
Spokane County,2020-05-24,0,102,102,15,58,18,8,3,0,2021/01/19 14:50:51
Spokane County,2020-05-31,0,150,150,33,67,29,15,6,0,2021/01/19 14:50:51
Spokane County,2020-06-07,0,95,95,16,45,23,9,2,0,2021/01/19 14:50:51
Spokane County,2020-06-14,0,203,203,37,92,42,27,5,0,2021/01/19 14:50:51
Spokane County,2020-06-21,0,352,352,53,192,80,25,2,0,2021/01/19 14:50:51
Spokane County,2020-06-28,0,489,489,71,271,106,29,12,0,2021/01/19 14:50:51
Spokane County,2020-07-05,0,502,502,61,262,124,40,15,0,2021/01/19 14:50:51
Spokane County,2020-07-12,1,525,526,77,206,155,61,27,0,2021/01/19 14:50:51
Spokane County,2020-07-19,0,585,585,95,204,147,93,44,2,2021/01/19 14:50:51
Spokane County,2020-07-26,0,594,594,52,228,158,93,63,0,2021/01/19 14:50:51
Spokane County,2020-08-02,0,462,462,53,194,122,66,27,0,2021/01/19 14:50:51
Spokane County,2020-08-09,0,303,303,40,116,94,39,12,2,2021/01/19 14:50:51
Spokane County,2020-08-16,2,220,222,22,87,55,39,19,0,2021/01/19 14:50:51
Spokane County,2020-08-23,4,262,266,36,103,71,44,12,0,2021/01/19 14:50:51
Spokane County,2020-08-30,3,262,265,32,110,71,42,10,0,2021/01/19 14:50:51
Spokane County,2020-09-06,4,327,331,41,119,101,55,15,0,2021/01/19 14:50:51
Spokane County,2020-09-13,8,449,457,81,166,116,70,23,1,2021/01/19 14:50:51
Spokane County,2020-09-20,8,560,568,120,211,130,85,21,1,2021/01/19 14:50:51
Spokane County,2020-09-27,3,571,574,124,218,141,62,29,0,2021/01/19 14:50:51
Spokane County,2020-10-04,12,605,617,122,210,154,98,30,3,2021/01/19 14:50:51
Spokane County,2020-10-11,15,553,568,114,202,156,81,15,0,2021/01/19 14:50:51
Spokane County,2020-10-18,19,652,671,88,253,172,133,23,2,2021/01/19 14:50:51
Spokane County,2020-10-25,18,823,841,119,318,239,144,21,0,2021/01/19 14:50:51
Spokane County,2020-11-01,45,1287,1332,214,515,376,193,32,2,2021/01/19 14:50:51
Spokane County,2020-11-08,24,1753,1777,311,675,478,272,39,2,2021/01/19 14:50:51
Spokane County,2020-11-15,52,2083,2135,271,878,613,304,65,4,2021/01/19 14:50:51
Spokane County,2020-11-22,76,2088,2164,330,842,602,322,67,1,2021/01/19 14:50:51
Spokane County,2020-11-29,52,2492,2544,361,995,795,325,67,1,2021/01/19 14:50:51
Spokane County,2020-12-06,109,1928,2037,272,779,577,305,104,0,2021/01/19 14:50:51
Spokane County,2020-12-13,76,1927,2003,282,763,599,289,69,1,2021/01/19 14:50:51
Spokane County,2020-12-20,80,1314,1394,182,534,416,214,48,0,2021/01/19 14:50:51
Spokane County,2020-12-27,58,1575,1633,225,585,441,301,81,0,2021/01/19 14:50:51
Spokane County,2021-01-03,69,2183,2252,407,802,628,343,71,1,2021/01/19 14:50:51
Spokane County,2021-01-10,33,1387,1420,239,453,422,259,46,1,2021/01/19 14:50:51
Spokane County,2021-01-17,4,77,81,17,27,23,8,6,0,2021/01/19 14:50:51
Stevens County,2020-03-08,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Stevens County,2020-03-15,0,2,2,0,0,0,2,0,0,2021/01/19 14:50:51
Stevens County,2020-03-22,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Stevens County,2020-03-29,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Stevens County,2020-04-05,0,2,2,0,0,0,2,0,0,2021/01/19 14:50:51
Stevens County,2020-04-12,0,1,1,0,0,0,1,0,0,2021/01/19 14:50:51
Stevens County,2020-04-19,0,1,1,1,0,0,0,0,0,2021/01/19 14:50:51
Stevens County,2020-05-10,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Stevens County,2020-05-17,0,1,1,0,0,1,0,0,0,2021/01/19 14:50:51
Stevens County,2020-05-31,0,2,2,0,0,2,0,0,0,2021/01/19 14:50:51
Stevens County,2020-06-07,0,3,3,1,0,2,0,0,0,2021/01/19 14:50:51
Stevens County,2020-06-21,0,2,2,0,0,0,2,0,0,2021/01/19 14:50:51
Stevens County,2020-06-28,0,6,6,1,2,2,1,0,0,2021/01/19 14:50:51
Stevens County,2020-07-05,0,12,12,3,3,6,0,0,0,2021/01/19 14:50:51
Stevens County,2020-07-12,0,17,17,4,3,4,6,0,0,2021/01/19 14:50:51
Stevens County,2020-07-19,0,15,15,1,4,7,3,0,0,2021/01/19 14:50:51
Stevens County,2020-07-26,0,24,24,10,6,6,2,0,0,2021/01/19 14:50:51
Stevens County,2020-08-02,0,19,19,0,4,10,4,1,0,2021/01/19 14:50:51
Stevens County,2020-08-09,0,7,7,1,2,2,1,1,0,2021/01/19 14:50:51
Stevens County,2020-08-16,0,5,5,0,2,2,1,0,0,2021/01/19 14:50:51
Stevens County,2020-08-23,0,4,4,2,1,1,0,0,0,2021/01/19 14:50:51
Stevens County,2020-08-30,0,7,7,0,3,1,2,1,0,2021/01/19 14:50:51
Stevens County,2020-09-06,0,4,4,0,2,2,0,0,0,2021/01/19 14:50:51
Stevens County,2020-09-13,1,19,20,2,1,5,5,7,0,2021/01/19 14:50:51
Stevens County,2020-09-20,0,24,24,1,10,6,1,6,0,2021/01/19 14:50:51
Stevens County,2020-09-27,0,22,22,1,6,8,7,0,0,2021/01/19 14:50:51
Stevens County,2020-10-04,0,20,20,2,7,5,5,1,0,2021/01/19 14:50:51
Stevens County,2020-10-11,2,20,22,4,8,5,3,2,0,2021/01/19 14:50:51
Stevens County,2020-10-18,4,12,16,4,4,6,1,1,0,2021/01/19 14:50:51
Stevens County,2020-10-25,2,44,46,12,13,9,11,1,0,2021/01/19 14:50:51
Stevens County,2020-11-01,6,60,66,9,17,24,13,3,0,2021/01/19 14:50:51
Stevens County,2020-11-08,4,102,106,7,23,36,34,6,0,2021/01/19 14:50:51
Stevens County,2020-11-15,18,130,148,17,39,41,47,4,0,2021/01/19 14:50:51
Stevens County,2020-11-22,12,108,120,13,39,39,23,6,0,2021/01/19 14:50:51
Stevens County,2020-11-29,23,137,160,29,38,46,40,7,0,2021/01/19 14:50:51
Stevens County,2020-12-06,21,85,106,12,36,25,21,12,0,2021/01/19 14:50:51
Stevens County,2020-12-13,7,85,92,8,31,32,20,1,0,2021/01/19 14:50:51
Stevens County,2020-12-20,4,41,45,6,16,15,7,1,0,2021/01/19 14:50:51
Stevens County,2020-12-27,2,47,49,5,19,12,8,5,0,2021/01/19 14:50:51
Stevens County,2021-01-03,4,101,105,10,25,31,38,1,0,2021/01/19 14:50:51
Stevens County,2021-01-10,3,47,50,11,16,3,18,2,0,2021/01/19 14:50:51
Stevens County,2021-01-17,1,2,3,1,0,1,1,0,0,2021/01/19 14:50:51
Thurston County,2020-03-08,0,6,6,0,1,4,1,0,0,2021/01/19 14:50:51
Thurston County,2020-03-15,0,14,14,0,3,6,5,0,0,2021/01/19 14:50:51
Thurston County,2020-03-22,0,31,31,0,3,14,12,2,0,2021/01/19 14:50:51
Thurston County,2020-03-29,0,26,26,1,10,10,5,0,0,2021/01/19 14:50:51
